,step,vertical_idx,horizontal_idx
0,11,2,2
1,12,3,1
2,17,4,1
3,20,0,3
4,23,3,0
5,26,1,3
6,27,0,4
7,28,2,2
8,28,4,3
9,34,2,4
10,40,1,2
11,41,1,1
12,47,1,0
13,48,1,4
14,51,0,0
15,60,0,4
16,64,1,3
17,67,2,4
18,69,0,1
19,81,3,3
20,85,2,1
21,92,2,2
22,96,3,3
23,97,1,1
24,98,4,2
25,105,3,2
26,108,0,4
27,113,4,2
28,114,2,2
29,114,1,4
30,115,2,2
31,118,2,4
32,122,3,0
33,122,4,0
34,128,0,2
35,129,0,1
36,141,4,3
37,142,4,1
38,145,1,4
39,145,2,4
40,151,2,4
41,160,0,4
42,161,4,3
43,164,2,4
44,168,2,4
45,168,3,3
46,169,4,1
47,171,3,3
48,173,2,4
49,175,1,3
50,179,0,4
51,180,2,3
52,181,1,4
53,182,4,4
54,182,3,4
55,183,0,4
56,183,2,1
57,190,3,1
58,195,4,2
59,197,1,3
